species_a,species_b,class_a,class_b,order_a,order_b,family_a,family_b,genus_a,genus_b,pair_class,relation,divergence_mya,divergence_years,divergence_source,timetree_study_count,timetree_ci_low,timetree_ci_high,timetree_name_a,timetree_name_b,n_calls_a,n_calls_b,n_pairs,alignment_r,alignment_fisher_z,log10_divergence_mya
Eastern Gorilla (Gorilla beringei),Langurs (Semnopithecus spp. / Trachypithecus spp.),Mammalia,Mammalia,Primates,Primates,Hominidae,Cercopithecidae,Gorilla,,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Semnopithecus,Gorilla beringei,3,5,15,0.6019251640140253,0.6961606973570253,1.4596939764779706
Eastern Gorilla (Gorilla beringei),L’Hoest’s monkey (Allochrocebus lhoesti),Mammalia,Mammalia,Primates,Primates,Hominidae,Cercopithecidae,Gorilla,Allochrocebus,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Gorilla beringei,Allochrocebus lhoesti,3,7,21,0.49648860197857386,0.544635180664445,1.4596939764779706
Eastern Gorilla (Gorilla beringei),Mandrill (Mandrillus sphinx),Mammalia,Mammalia,Primates,Primates,Hominidae,Cercopithecidae,Gorilla,Mandrillus,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Mandrillus sphinx,Gorilla beringei,3,7,21,0.5600410761012075,0.6328930314760163,1.4596939764779706
Eastern Gorilla (Gorilla beringei),Meerkat (Suricata suricatta),Mammalia,Mammalia,Primates,Carnivora,Hominidae,Herpestidae,Gorilla,Suricata,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Suricata suricatta,Gorilla beringei,3,7,21,-0.14374233643599896,-0.1447447882496681,1.9731278535996986
Eastern Gorilla (Gorilla beringei),Mona monkey (Cercopithecus mona),Mammalia,Mammalia,Primates,Primates,Hominidae,Cercopithecidae,Gorilla,Cercopithecus,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Gorilla beringei,Cercopithecus mona,3,6,18,0.09616809729509308,0.09646621721276162,1.4596939764779706
Eastern Gorilla (Gorilla beringei),Mouse lemurs (Microcebus spp.),Mammalia,Mammalia,Primates,Primates,Hominidae,Cheirogaleidae,Gorilla,Microcebus,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Gorilla beringei,Microcebus,3,6,18,0.4544378566465133,0.4902790166795254,1.867790996278425
Eastern Gorilla (Gorilla beringei),Olive baboon (Papio anubis),Mammalia,Mammalia,Primates,Primates,Hominidae,Cercopithecidae,Gorilla,Papio,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Gorilla beringei,Papio anubis,3,14,42,0.3306619096449501,0.3435712373091611,1.4596939764779706
Eastern Gorilla (Gorilla beringei),Patas monkey (Erythrocebus patas),Mammalia,Mammalia,Primates,Primates,Hominidae,Cercopithecidae,Gorilla,Erythrocebus,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Gorilla beringei,Erythrocebus patas,3,6,18,0.2710806213708703,0.2780297832313877,1.4596939764779706
Eastern Gorilla (Gorilla beringei),Plain-tailed wren (Pheugopedius euophrys),Mammalia,Aves,Primates,Passeriformes,Hominidae,Troglodytidae,Gorilla,Pheugopedius,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Pheugopedius euophrys,Gorilla beringei,3,3,9,0.7845908769473278,1.0572026747615886,2.503722606486479
Eastern Gorilla (Gorilla beringei),Poison dart frogs (Dendrobatidae; various genera),Mammalia,Amphibia,Primates,Anura,Hominidae,Dendrobatidae,Gorilla,,Cross-class,cross_class,351.686545,351686545.0,TimeTree API pairwise summaryjson,32.0,348.4,355.7,Dendrobatidae,Gorilla beringei,3,2,6,0.3889413621454437,0.41055210055821084,2.546155753178947
Eastern Gorilla (Gorilla beringei),Putty-nosed monkey (Cercopithecus nictitans),Mammalia,Mammalia,Primates,Primates,Hominidae,Cercopithecidae,Gorilla,Cercopithecus,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Gorilla beringei,Cercopithecus nictitans,3,7,21,0.1591129754388931,0.16047649946960646,1.4596939764779706
Eastern Gorilla (Gorilla beringei),Red colobus (Piliocolobus spp.),Mammalia,Mammalia,Primates,Primates,Hominidae,Cercopithecidae,Gorilla,Piliocolobus,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Piliocolobus,Gorilla beringei,3,5,15,0.6592672388632158,0.7915164415839125,1.4596939764779706
Eastern Gorilla (Gorilla beringei),Red-tailed monkey (Cercopithecus ascanius),Mammalia,Mammalia,Primates,Primates,Hominidae,Cercopithecidae,Gorilla,Cercopithecus,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Gorilla beringei,Cercopithecus ascanius,3,7,21,0.3204861614462784,0.3321888263630545,1.4596939764779706
Eastern Gorilla (Gorilla beringei),Rhesus macaque (Macaca mulatta),Mammalia,Mammalia,Primates,Primates,Hominidae,Cercopithecidae,Gorilla,Macaca,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Gorilla beringei,Macaca mulatta,3,8,24,0.41970809295523964,0.44733764809005866,1.4596939764779706
Eastern Gorilla (Gorilla beringei),Ring-tailed lemur (Lemur catta),Mammalia,Mammalia,Primates,Primates,Hominidae,Lemuridae,Gorilla,Lemur,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Gorilla beringei,Lemur catta,3,6,18,-0.020574265202003093,-0.020577168971023782,1.867790996278425
Eastern Gorilla (Gorilla beringei),Siamang (Symphalangus syndactylus),Mammalia,Mammalia,Primates,Primates,Hominidae,Hylobatidae,Gorilla,Symphalangus,Mammalia,same_order,19.45714,19457140.0,TimeTree API pairwise summaryjson,64.0,18.8,20.3,Gorilla beringei,Symphalangus syndactylus,3,4,12,-0.15485226090458998,-0.1561081254484512,1.289079003789453
Eastern Gorilla (Gorilla beringei),Spotted hyena (Crocuta crocuta),Mammalia,Mammalia,Primates,Carnivora,Hominidae,Hyaenidae,Gorilla,Crocuta,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Crocuta crocuta,Gorilla beringei,3,6,18,-0.17859623147535109,-0.18053229274974894,1.9731278535996986
Eastern Gorilla (Gorilla beringei),Talapoin monkey (Miopithecus talapoin),Mammalia,Mammalia,Primates,Primates,Hominidae,Cercopithecidae,Gorilla,Miopithecus,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Gorilla beringei,Miopithecus talapoin,3,7,21,0.3029245477106998,0.312736505514414,1.4596939764779706
Eastern Gorilla (Gorilla beringei),Tufted capuchin (Sapajus apella),Mammalia,Mammalia,Primates,Primates,Hominidae,Cebidae,Gorilla,Sapajus,Mammalia,same_order,42.9,42900000.0,TimeTree API pairwise summaryjson,68.0,40.0,44.2,Gorilla beringei,Sapajus apella,3,8,24,-0.21286351783021565,-0.21616886610791072,1.6324572921847242
Eastern Gorilla (Gorilla beringei),Túngara frog (Engystomops pustulosus),Mammalia,Amphibia,Primates,Anura,Hominidae,Leptodactylidae,Gorilla,Engystomops,Cross-class,cross_class,351.686545,351686545.0,TimeTree API pairwise summaryjson,32.0,348.4,355.7,Engystomops pustulosus,Gorilla beringei,3,3,9,-0.034866580381390386,-0.03488071954590053,2.546155753178947
Eastern Gorilla (Gorilla beringei),Vervet monkey (Chlorocebus pygerythrus),Mammalia,Mammalia,Primates,Primates,Hominidae,Cercopithecidae,Gorilla,Chlorocebus,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Gorilla beringei,Chlorocebus pygerythrus,3,8,24,0.05597577927244577,0.05603435217070346,1.4596939764779706
Eastern Gorilla (Gorilla beringei),Western Gorilla (Gorilla gorilla),Mammalia,Mammalia,Primates,Primates,Hominidae,Hominidae,Gorilla,Gorilla,Mammalia,same_genus,2.26895,2268950.0,TimeTree API pairwise summaryjson,6.0,0.68006,5.5,Gorilla gorilla,Gorilla beringei,3,9,27,0.6754543760352735,0.820706776375878,0.3558249256058028
Eastern Gorilla (Gorilla beringei),White-browed sparrow-weaver (Plocepasser mahali),Mammalia,Aves,Primates,Passeriformes,Hominidae,Ploceidae,Gorilla,Plocepasser,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Plocepasser mahali,Gorilla beringei,3,4,12,0.0659010901983405,0.06599674136173862,2.503722606486479
Eastern Gorilla (Gorilla beringei),Yellow baboon (Papio cynocephalus),Mammalia,Mammalia,Primates,Primates,Hominidae,Cercopithecidae,Gorilla,Papio,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Gorilla beringei,Papio cynocephalus,3,7,21,0.2977112237581198,0.3070063565301868,1.4596939764779706
Eastern Gorilla (Gorilla beringei),Zebra finch (Taeniopygia guttata),Mammalia,Aves,Primates,Passeriformes,Hominidae,Estrildidae,Gorilla,Taeniopygia,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Gorilla beringei,Taeniopygia guttata,3,7,21,0.3252403396162383,0.3374962707915958,2.503722606486479
Egyptian fruit bat (Rousettus aegyptiacus),European starling (Sturnus vulgaris),Mammalia,Aves,Chiroptera,Passeriformes,Pteropodidae,Sturnidae,Rousettus,Sturnus,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Rousettus aegyptiacus,Sturnus vulgaris,5,6,30,0.1532511578281893,0.15446810104465986,2.503722606486479
Egyptian fruit bat (Rousettus aegyptiacus),Gelada (Theropithecus gelada),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cercopithecidae,Rousettus,Theropithecus,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Theropithecus gelada,5,8,40,0.5467652369592054,0.6137554266816045,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Hylobatidae,Rousettus,,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Hylobates,5,4,20,0.34466262871013836,0.35937412659786155,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Gray wolf (Canis lupus),Mammalia,Mammalia,Chiroptera,Carnivora,Pteropodidae,Canidae,Rousettus,Canis,Mammalia,same_class,81.026045,81026045.0,TimeTree API pairwise summaryjson,18.0,68.4,82.6,Canis lupus,Rousettus aegyptiacus,5,5,25,0.5226836243670044,0.5800250335681546,1.908624640874343
Egyptian fruit bat (Rousettus aegyptiacus),Greater sac-winged bat (Saccopteryx bilineata),Mammalia,Mammalia,Chiroptera,Chiroptera,Pteropodidae,Emballonuridae,Rousettus,Saccopteryx,Mammalia,same_order,62.0,62000000.0,TimeTree API pairwise summaryjson,29.0,57.9,64.0,Rousettus aegyptiacus,Saccopteryx bilineata,5,5,25,0.7201340643878156,0.9079234120296512,1.792391689498254
Egyptian fruit bat (Rousettus aegyptiacus),Green tree frog (Hyla cinerea),Mammalia,Amphibia,Chiroptera,Anura,Pteropodidae,Hylidae,Rousettus,Hyla,Cross-class,cross_class,351.686545,351686545.0,TimeTree API pairwise summaryjson,32.0,348.4,355.7,Dryophytes cinereus,Rousettus aegyptiacus,5,7,35,0.4859598880439545,0.5307574652185745,2.546155753178947
Egyptian fruit bat (Rousettus aegyptiacus),Howler monkey (Alouatta spp.),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Atelidae,Rousettus,Alouatta,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Alouatta,5,6,30,0.5179946490152132,0.57359510865464,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Indri (Indri indri),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Indriidae,Rousettus,Indri,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Indri indri,5,6,30,0.3954561916190392,0.41825126100458454,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Japanese macaque (Macaca fuscata),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cercopithecidae,Rousettus,Macaca,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Macaca fuscata,5,8,40,0.393033638522591,0.41538287494333825,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Japanese tit (Parus minor),Mammalia,Aves,Chiroptera,Passeriformes,Pteropodidae,Paridae,Rousettus,Parus,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Rousettus aegyptiacus,Parus minor,5,4,20,0.6648472809023865,0.8014511845891686,2.503722606486479
Egyptian fruit bat (Rousettus aegyptiacus),Langurs (Semnopithecus spp. / Trachypithecus spp.),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cercopithecidae,Rousettus,,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Semnopithecus,5,5,25,0.5662062145038713,0.6419211388201966,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),L’Hoest’s monkey (Allochrocebus lhoesti),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cercopithecidae,Rousettus,Allochrocebus,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Allochrocebus lhoesti,5,7,35,0.6241091579316719,0.7317079731726329,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Mandrill (Mandrillus sphinx),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cercopithecidae,Rousettus,Mandrillus,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Mandrillus sphinx,5,7,35,0.5245213417212788,0.5825568836039737,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Meerkat (Suricata suricatta),Mammalia,Mammalia,Chiroptera,Carnivora,Pteropodidae,Herpestidae,Rousettus,Suricata,Mammalia,same_class,81.026045,81026045.0,TimeTree API pairwise summaryjson,18.0,68.4,82.6,Suricata suricatta,Rousettus aegyptiacus,5,7,35,0.25753969670206844,0.2634715318768752,1.908624640874343
Egyptian fruit bat (Rousettus aegyptiacus),Mona monkey (Cercopithecus mona),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cercopithecidae,Rousettus,Cercopithecus,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Cercopithecus mona,5,6,30,0.3839535740856967,0.40468863172081054,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Mouse lemurs (Microcebus spp.),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cheirogaleidae,Rousettus,Microcebus,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Microcebus,5,6,30,0.6250799427519877,0.7332997332606238,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Olive baboon (Papio anubis),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cercopithecidae,Rousettus,Papio,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Papio anubis,5,14,70,0.4411618746489925,0.47367253619512406,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Patas monkey (Erythrocebus patas),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cercopithecidae,Rousettus,Erythrocebus,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Erythrocebus patas,5,6,30,0.6211069499794927,0.7268052609991102,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Plain-tailed wren (Pheugopedius euophrys),Mammalia,Aves,Chiroptera,Passeriformes,Pteropodidae,Troglodytidae,Rousettus,Pheugopedius,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Rousettus aegyptiacus,Pheugopedius euophrys,5,3,15,0.628914677080013,0.7396186063324507,2.503722606486479
Egyptian fruit bat (Rousettus aegyptiacus),Poison dart frogs (Dendrobatidae; various genera),Mammalia,Amphibia,Chiroptera,Anura,Pteropodidae,Dendrobatidae,Rousettus,,Cross-class,cross_class,351.686545,351686545.0,TimeTree API pairwise summaryjson,32.0,348.4,355.7,Dendrobatidae,Rousettus aegyptiacus,5,2,10,0.5247591212417505,0.5828849673050046,2.546155753178947
Egyptian fruit bat (Rousettus aegyptiacus),Putty-nosed monkey (Cercopithecus nictitans),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cercopithecidae,Rousettus,Cercopithecus,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Cercopithecus nictitans,5,7,35,0.3069762361693312,0.3172036208240814,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Red colobus (Piliocolobus spp.),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cercopithecidae,Rousettus,Piliocolobus,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Piliocolobus,5,5,25,0.7210160719760255,0.9097579801986401,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Red-tailed monkey (Cercopithecus ascanius),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cercopithecidae,Rousettus,Cercopithecus,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Cercopithecus ascanius,5,7,35,0.5691254072071826,0.6462282989421803,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Rhesus macaque (Macaca mulatta),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cercopithecidae,Rousettus,Macaca,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Macaca mulatta,5,8,40,0.37486603026567955,0.3940727972392325,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Ring-tailed lemur (Lemur catta),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Lemuridae,Rousettus,Lemur,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Lemur catta,5,6,30,0.5186128595802458,0.5744403963401989,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Siamang (Symphalangus syndactylus),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Hylobatidae,Rousettus,Symphalangus,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Symphalangus syndactylus,5,4,20,0.42906792730576515,0.45875373554041304,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Spotted hyena (Crocuta crocuta),Mammalia,Mammalia,Chiroptera,Carnivora,Pteropodidae,Hyaenidae,Rousettus,Crocuta,Mammalia,same_class,81.026045,81026045.0,TimeTree API pairwise summaryjson,18.0,68.4,82.6,Crocuta crocuta,Rousettus aegyptiacus,5,6,30,0.4000384922162959,0.4236947551006062,1.908624640874343
Egyptian fruit bat (Rousettus aegyptiacus),Talapoin monkey (Miopithecus talapoin),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cercopithecidae,Rousettus,Miopithecus,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Miopithecus talapoin,5,7,35,0.6555763769302445,0.7850160645149744,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Tufted capuchin (Sapajus apella),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cebidae,Rousettus,Sapajus,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Sapajus apella,5,8,40,0.4111431708417323,0.43698616733824636,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Túngara frog (Engystomops pustulosus),Mammalia,Amphibia,Chiroptera,Anura,Pteropodidae,Leptodactylidae,Rousettus,Engystomops,Cross-class,cross_class,351.686545,351686545.0,TimeTree API pairwise summaryjson,32.0,348.4,355.7,Engystomops pustulosus,Rousettus aegyptiacus,5,3,15,0.47721021292326293,0.5193655750736911,2.546155753178947
Egyptian fruit bat (Rousettus aegyptiacus),Vervet monkey (Chlorocebus pygerythrus),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cercopithecidae,Rousettus,Chlorocebus,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Chlorocebus pygerythrus,5,8,40,0.24821075663315062,0.25350519349492184,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Western Gorilla (Gorilla gorilla),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Hominidae,Rousettus,Gorilla,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Gorilla gorilla,5,9,45,0.5717578412594644,0.6501305445453247,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),White-browed sparrow-weaver (Plocepasser mahali),Mammalia,Aves,Chiroptera,Passeriformes,Pteropodidae,Ploceidae,Rousettus,Plocepasser,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Rousettus aegyptiacus,Plocepasser mahali,5,4,20,0.22130806105035392,0.22503111697209505,2.503722606486479
Egyptian fruit bat (Rousettus aegyptiacus),Yellow baboon (Papio cynocephalus),Mammalia,Mammalia,Chiroptera,Primates,Pteropodidae,Cercopithecidae,Rousettus,Papio,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Papio cynocephalus,5,7,35,0.48613366988039813,0.5309850002721332,1.9731278535996986
Egyptian fruit bat (Rousettus aegyptiacus),Zebra finch (Taeniopygia guttata),Mammalia,Aves,Chiroptera,Passeriformes,Pteropodidae,Estrildidae,Rousettus,Taeniopygia,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Rousettus aegyptiacus,Taeniopygia guttata,5,7,35,0.02312141256404042,0.023125534119703584,2.503722606486479
European starling (Sturnus vulgaris),Gelada (Theropithecus gelada),Aves,Mammalia,Passeriformes,Primates,Sturnidae,Cercopithecidae,Sturnus,Theropithecus,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Sturnus vulgaris,Theropithecus gelada,6,8,48,0.25863941390272066,0.2646497292121693,2.503722606486479
European starling (Sturnus vulgaris),"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",Aves,Mammalia,Passeriformes,Primates,Sturnidae,Hylobatidae,Sturnus,,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Sturnus vulgaris,Hylobates,6,4,24,0.4487484005482042,0.4831319811873511,2.503722606486479
European starling (Sturnus vulgaris),Gray wolf (Canis lupus),Aves,Mammalia,Passeriformes,Carnivora,Sturnidae,Canidae,Sturnus,Canis,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Canis lupus,Sturnus vulgaris,6,5,30,0.22554218908416307,0.22948772134562623,2.503722606486479
European starling (Sturnus vulgaris),Greater sac-winged bat (Saccopteryx bilineata),Aves,Mammalia,Passeriformes,Chiroptera,Sturnidae,Emballonuridae,Sturnus,Saccopteryx,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Saccopteryx bilineata,Sturnus vulgaris,6,5,30,0.22542803541897993,0.22936745280229012,2.503722606486479
European starling (Sturnus vulgaris),Green tree frog (Hyla cinerea),Aves,Amphibia,Passeriformes,Anura,Sturnidae,Hylidae,Sturnus,Hyla,Cross-class,cross_class,351.686545,351686545.0,TimeTree API pairwise summaryjson,32.0,348.4,355.7,Dryophytes cinereus,Sturnus vulgaris,6,7,42,-0.05514080030096343,-0.05519678782034,2.546155753178947
European starling (Sturnus vulgaris),Howler monkey (Alouatta spp.),Aves,Mammalia,Passeriformes,Primates,Sturnidae,Atelidae,Sturnus,Alouatta,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Sturnus vulgaris,Alouatta,6,6,36,0.4306245603456129,0.4606631716031958,2.503722606486479
European starling (Sturnus vulgaris),Indri (Indri indri),Aves,Mammalia,Passeriformes,Primates,Sturnidae,Indriidae,Sturnus,Indri,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Sturnus vulgaris,Indri indri,6,6,36,0.45526391035742936,0.4913205533266182,2.503722606486479
European starling (Sturnus vulgaris),Japanese macaque (Macaca fuscata),Aves,Mammalia,Passeriformes,Primates,Sturnidae,Cercopithecidae,Sturnus,Macaca,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Sturnus vulgaris,Macaca fuscata,6,8,48,0.1690264346519129,0.17066429528300717,2.503722606486479
European starling (Sturnus vulgaris),Japanese tit (Parus minor),Aves,Aves,Passeriformes,Passeriformes,Sturnidae,Paridae,Sturnus,Parus,Aves,same_order,29.793515,29793515.0,TimeTree API pairwise summaryjson,8.0,21.544868,36.99,Parus minor,Sturnus vulgaris,6,4,24,0.17418511606054338,0.1759795153930393,1.474121743733689
European starling (Sturnus vulgaris),Langurs (Semnopithecus spp. / Trachypithecus spp.),Aves,Mammalia,Passeriformes,Primates,Sturnidae,Cercopithecidae,Sturnus,,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Sturnus vulgaris,Semnopithecus,6,5,30,0.47188607896676343,0.5124939421607324,2.503722606486479
European starling (Sturnus vulgaris),L’Hoest’s monkey (Allochrocebus lhoesti),Aves,Mammalia,Passeriformes,Primates,Sturnidae,Cercopithecidae,Sturnus,Allochrocebus,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Sturnus vulgaris,Allochrocebus lhoesti,6,7,42,0.3573117731207236,0.3738008256023433,2.503722606486479
European starling (Sturnus vulgaris),Mandrill (Mandrillus sphinx),Aves,Mammalia,Passeriformes,Primates,Sturnidae,Cercopithecidae,Sturnus,Mandrillus,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Sturnus vulgaris,Mandrillus sphinx,6,7,42,0.18535789955683987,0.1875255783407459,2.503722606486479
