species_a,species_b,class_a,class_b,order_a,order_b,family_a,family_b,genus_a,genus_b,pair_class,relation,divergence_mya,divergence_years,divergence_source,timetree_study_count,timetree_ci_low,timetree_ci_high,timetree_name_a,timetree_name_b,n_calls_a,n_calls_b,n_pairs,alignment_r,alignment_fisher_z,log10_divergence_mya
Brown lemurs (Eulemur spp.),Mandrill (Mandrillus sphinx),Mammalia,Mammalia,Primates,Primates,Lemuridae,Cercopithecidae,Eulemur,Mandrillus,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Mandrillus sphinx,Eulemur,5,7,35,0.6047491891494821,0.7006011136675261,1.867790996278425
Brown lemurs (Eulemur spp.),Meerkat (Suricata suricatta),Mammalia,Mammalia,Primates,Carnivora,Lemuridae,Herpestidae,Eulemur,Suricata,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Suricata suricatta,Eulemur,5,7,35,-0.03970244139853492,-0.039723321922709005,1.9731278535996986
Brown lemurs (Eulemur spp.),Mona monkey (Cercopithecus mona),Mammalia,Mammalia,Primates,Primates,Lemuridae,Cercopithecidae,Eulemur,Cercopithecus,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Eulemur,Cercopithecus mona,5,6,30,0.6661541051402546,0.8037969123331161,1.867790996278425
Brown lemurs (Eulemur spp.),Mouse lemurs (Microcebus spp.),Mammalia,Mammalia,Primates,Primates,Lemuridae,Cheirogaleidae,Eulemur,Microcebus,Mammalia,same_order,36.0,36000000.0,TimeTree API pairwise summaryjson,21.0,33.0,39.33,Eulemur,Microcebus,5,6,30,0.5023022308553692,0.5523805137511203,1.5563025007672873
Brown lemurs (Eulemur spp.),Olive baboon (Papio anubis),Mammalia,Mammalia,Primates,Primates,Lemuridae,Cercopithecidae,Eulemur,Papio,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Eulemur,Papio anubis,5,14,70,0.47828172438980104,0.5207539774750563,1.867790996278425
Brown lemurs (Eulemur spp.),Patas monkey (Erythrocebus patas),Mammalia,Mammalia,Primates,Primates,Lemuridae,Cercopithecidae,Eulemur,Erythrocebus,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Eulemur,Erythrocebus patas,5,6,30,0.643114990720135,0.7634677384089018,1.867790996278425
Brown lemurs (Eulemur spp.),Plain-tailed wren (Pheugopedius euophrys),Mammalia,Aves,Primates,Passeriformes,Lemuridae,Troglodytidae,Eulemur,Pheugopedius,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Pheugopedius euophrys,Eulemur,5,3,15,0.32697404021988313,0.33943628462866143,2.503722606486479
Brown lemurs (Eulemur spp.),Poison dart frogs (Dendrobatidae; various genera),Mammalia,Amphibia,Primates,Anura,Lemuridae,Dendrobatidae,Eulemur,,Cross-class,cross_class,351.686545,351686545.0,TimeTree API pairwise summaryjson,32.0,348.4,355.7,Dendrobatidae,Eulemur,5,2,10,-0.31491120160233055,-0.3259879762376127,2.546155753178947
Brown lemurs (Eulemur spp.),Putty-nosed monkey (Cercopithecus nictitans),Mammalia,Mammalia,Primates,Primates,Lemuridae,Cercopithecidae,Eulemur,Cercopithecus,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Eulemur,Cercopithecus nictitans,5,7,35,0.32046871196219257,0.33216937958200743,1.867790996278425
Brown lemurs (Eulemur spp.),Red colobus (Piliocolobus spp.),Mammalia,Mammalia,Primates,Primates,Lemuridae,Cercopithecidae,Eulemur,Piliocolobus,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Piliocolobus,Eulemur,5,5,25,0.6352730524838655,0.7502080446687672,1.867790996278425
Brown lemurs (Eulemur spp.),Red-tailed monkey (Cercopithecus ascanius),Mammalia,Mammalia,Primates,Primates,Lemuridae,Cercopithecidae,Eulemur,Cercopithecus,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Eulemur,Cercopithecus ascanius,5,7,35,0.4893311988207244,0.535180598420617,1.867790996278425
Brown lemurs (Eulemur spp.),Rhesus macaque (Macaca mulatta),Mammalia,Mammalia,Primates,Primates,Lemuridae,Cercopithecidae,Eulemur,Macaca,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Eulemur,Macaca mulatta,5,8,40,0.47097399017264346,0.5113212200740958,1.867790996278425
Brown lemurs (Eulemur spp.),Ring-tailed lemur (Lemur catta),Mammalia,Mammalia,Primates,Primates,Lemuridae,Lemuridae,Eulemur,Lemur,Mammalia,same_family,19.73,19730000.0,TimeTree API pairwise summaryjson,17.0,14.668,21.94079,Eulemur,Lemur catta,5,6,30,0.7026101320070246,0.8724368797537005,1.2951270852521912
Brown lemurs (Eulemur spp.),Siamang (Symphalangus syndactylus),Mammalia,Mammalia,Primates,Primates,Lemuridae,Hylobatidae,Eulemur,Symphalangus,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Symphalangus syndactylus,Eulemur,5,4,20,0.39139689234428093,0.41344856816320597,1.867790996278425
Brown lemurs (Eulemur spp.),Spotted hyena (Crocuta crocuta),Mammalia,Mammalia,Primates,Carnivora,Lemuridae,Hyaenidae,Eulemur,Crocuta,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Crocuta crocuta,Eulemur,5,6,30,0.23414788104213174,0.23857347057156433,1.9731278535996986
Brown lemurs (Eulemur spp.),Talapoin monkey (Miopithecus talapoin),Mammalia,Mammalia,Primates,Primates,Lemuridae,Cercopithecidae,Eulemur,Miopithecus,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Eulemur,Miopithecus talapoin,5,7,35,0.4160577947505681,0.4429150373027649,1.867790996278425
Brown lemurs (Eulemur spp.),Tufted capuchin (Sapajus apella),Mammalia,Mammalia,Primates,Primates,Lemuridae,Cebidae,Eulemur,Sapajus,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Eulemur,Sapajus apella,5,8,40,0.6350311602385014,0.7498025809889081,1.867790996278425
Brown lemurs (Eulemur spp.),Túngara frog (Engystomops pustulosus),Mammalia,Amphibia,Primates,Anura,Lemuridae,Leptodactylidae,Eulemur,Engystomops,Cross-class,cross_class,351.686545,351686545.0,TimeTree API pairwise summaryjson,32.0,348.4,355.7,Engystomops pustulosus,Eulemur,5,3,15,0.0162525550653089,0.01625398630549387,2.546155753178947
Brown lemurs (Eulemur spp.),Vervet monkey (Chlorocebus pygerythrus),Mammalia,Mammalia,Primates,Primates,Lemuridae,Cercopithecidae,Eulemur,Chlorocebus,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Eulemur,Chlorocebus pygerythrus,5,8,40,0.43643575020147446,0.46781940232471775,1.867790996278425
Brown lemurs (Eulemur spp.),Western Gorilla (Gorilla gorilla),Mammalia,Mammalia,Primates,Primates,Lemuridae,Hominidae,Eulemur,Gorilla,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Gorilla gorilla,Eulemur,5,9,45,0.4947489539697081,0.5423290606770715,1.867790996278425
Brown lemurs (Eulemur spp.),White-browed sparrow-weaver (Plocepasser mahali),Mammalia,Aves,Primates,Passeriformes,Lemuridae,Ploceidae,Eulemur,Plocepasser,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Plocepasser mahali,Eulemur,5,4,20,0.4661368129634234,0.5051232999975867,2.503722606486479
Brown lemurs (Eulemur spp.),Yellow baboon (Papio cynocephalus),Mammalia,Mammalia,Primates,Primates,Lemuridae,Cercopithecidae,Eulemur,Papio,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Eulemur,Papio cynocephalus,5,7,35,0.4313373453769263,0.4615385542978638,1.867790996278425
Brown lemurs (Eulemur spp.),Zebra finch (Taeniopygia guttata),Mammalia,Aves,Primates,Passeriformes,Lemuridae,Estrildidae,Eulemur,Taeniopygia,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Eulemur,Taeniopygia guttata,5,7,35,-0.15800240606502564,-0.1593372896141558,2.503722606486479
Campbell's monkey (Cercopithecus campbelli),Carolina chickadee (Poecile carolinensis),Mammalia,Aves,Primates,Passeriformes,Cercopithecidae,Paridae,Cercopithecus,Poecile,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Poecile carolinensis,Cercopithecus campbelli,7,4,28,-0.006293333155158206,-0.006293416241805499,2.503722606486479
Campbell's monkey (Cercopithecus campbelli),Chacma baboon (Papio ursinus),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Papio,Mammalia,same_family,12.32716,12327160.0,TimeTree API pairwise summaryjson,28.0,11.5,13.0889,Cercopithecus campbelli,Papio ursinus,7,6,42,0.2686225750022239,0.2753786822390675,1.0908630329301952
Campbell's monkey (Cercopithecus campbelli),Chestnut-crowned babbler (Pomatostomus ruficeps),Mammalia,Aves,Primates,Passeriformes,Cercopithecidae,Pomatostomidae,Cercopithecus,Pomatostomus,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Pomatostomus ruficeps,Cercopithecus campbelli,7,4,28,-0.05479539186673058,-0.054850332570999666,2.503722606486479
Campbell's monkey (Cercopithecus campbelli),Chimpanzee (Pan troglodytes),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Hominidae,Cercopithecus,Pan,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Pan troglodytes,Cercopithecus campbelli,7,13,91,0.16818041870579992,0.16979352581463777,1.4596939764779706
Campbell's monkey (Cercopithecus campbelli),Common marmoset (Callithrix jacchus),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Callitrichidae,Cercopithecus,Callithrix,Mammalia,same_order,42.9,42900000.0,TimeTree API pairwise summaryjson,68.0,40.0,44.2,Cercopithecus campbelli,Callithrix jacchus,7,8,56,-0.015426799714696921,-0.015428023677694169,1.6324572921847242
Campbell's monkey (Cercopithecus campbelli),Crowned monkey / Crowned guenon (Cercopithecus pogonias),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Cercopithecus,Mammalia,same_genus,5.091342,5091342.0,TimeTree API pairwise summaryjson,5.0,0.0,0.0,Cercopithecus campbelli,Cercopithecus pogonias,7,5,35,0.20525891299052518,0.20821665175212542,0.7068322708193359
Campbell's monkey (Cercopithecus campbelli),De Brazza’s monkey (Cercopithecus neglectus),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Cercopithecus,Mammalia,same_genus,8.61071,8610710.0,TimeTree API pairwise summaryjson,5.0,7.0046,11.448,Cercopithecus campbelli,Cercopithecus neglectus,7,7,49,0.18823826720002781,0.190510088419699,0.9350389628786571
Campbell's monkey (Cercopithecus campbelli),Diana monkey (Cercopithecus diana),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Cercopithecus,Mammalia,same_genus,8.61071,8610710.0,TimeTree API pairwise summaryjson,5.0,7.0046,11.448,Cercopithecus campbelli,Cercopithecus diana,7,6,42,0.28700936289401785,0.2953040969530905,0.9350389628786571
Campbell's monkey (Cercopithecus campbelli),Drill (Mandrillus leucophaeus),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Mandrillus,Mammalia,same_family,12.32716,12327160.0,TimeTree API pairwise summaryjson,28.0,11.5,13.0889,Mandrillus leucophaeus,Cercopithecus campbelli,7,7,49,0.11186349802278393,0.11233363203877293,1.0908630329301952
Campbell's monkey (Cercopithecus campbelli),Eastern Gorilla (Gorilla beringei),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Hominidae,Cercopithecus,Gorilla,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Gorilla beringei,Cercopithecus campbelli,7,3,21,-0.3652982808130786,-0.3829865247598228,1.4596939764779706
Campbell's monkey (Cercopithecus campbelli),Egyptian fruit bat (Rousettus aegyptiacus),Mammalia,Mammalia,Primates,Chiroptera,Cercopithecidae,Pteropodidae,Cercopithecus,Rousettus,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Rousettus aegyptiacus,Cercopithecus campbelli,7,5,35,0.11134458882374712,0.11180817805495533,1.9731278535996986
Campbell's monkey (Cercopithecus campbelli),European starling (Sturnus vulgaris),Mammalia,Aves,Primates,Passeriformes,Cercopithecidae,Sturnidae,Cercopithecus,Sturnus,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Sturnus vulgaris,Cercopithecus campbelli,7,6,42,0.12780336196750083,0.1285060957734141,2.503722606486479
Campbell's monkey (Cercopithecus campbelli),Gelada (Theropithecus gelada),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Theropithecus,Mammalia,same_family,12.32716,12327160.0,TimeTree API pairwise summaryjson,28.0,11.5,13.0889,Cercopithecus campbelli,Theropithecus gelada,7,8,56,0.09082756076683614,0.09107856945108171,1.0908630329301952
Campbell's monkey (Cercopithecus campbelli),"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Hylobatidae,Cercopithecus,,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Hylobates,Cercopithecus campbelli,7,4,28,0.14256865362885499,0.14354654918629942,1.4596939764779706
Campbell's monkey (Cercopithecus campbelli),Gray wolf (Canis lupus),Mammalia,Mammalia,Primates,Carnivora,Cercopithecidae,Canidae,Cercopithecus,Canis,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Canis lupus,Cercopithecus campbelli,7,5,35,0.00028854380230139827,0.000288543810309213,1.9731278535996986
Campbell's monkey (Cercopithecus campbelli),Greater sac-winged bat (Saccopteryx bilineata),Mammalia,Mammalia,Primates,Chiroptera,Cercopithecidae,Emballonuridae,Cercopithecus,Saccopteryx,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Saccopteryx bilineata,Cercopithecus campbelli,7,5,35,-0.20607025444449512,-0.20906382701303375,1.9731278535996986
Campbell's monkey (Cercopithecus campbelli),Green tree frog (Hyla cinerea),Mammalia,Amphibia,Primates,Anura,Cercopithecidae,Hylidae,Cercopithecus,Hyla,Cross-class,cross_class,351.686545,351686545.0,TimeTree API pairwise summaryjson,32.0,348.4,355.7,Dryophytes cinereus,Cercopithecus campbelli,7,7,49,-0.10469982464307251,-0.10508493581855119,2.546155753178947
Campbell's monkey (Cercopithecus campbelli),Howler monkey (Alouatta spp.),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Atelidae,Cercopithecus,Alouatta,Mammalia,same_order,42.9,42900000.0,TimeTree API pairwise summaryjson,68.0,40.0,44.2,Cercopithecus campbelli,Alouatta,7,6,42,-0.15155742974164355,-0.1527340966651955,1.6324572921847242
Campbell's monkey (Cercopithecus campbelli),Indri (Indri indri),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Indriidae,Cercopithecus,Indri,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Indri indri,Cercopithecus campbelli,7,6,42,0.4266104265858159,0.4557456045102286,1.867790996278425
Campbell's monkey (Cercopithecus campbelli),Japanese macaque (Macaca fuscata),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Macaca,Mammalia,same_family,12.32716,12327160.0,TimeTree API pairwise summaryjson,28.0,11.5,13.0889,Macaca fuscata,Cercopithecus campbelli,7,8,56,-0.05223218721351657,-0.052279765094155294,1.0908630329301952
Campbell's monkey (Cercopithecus campbelli),Japanese tit (Parus minor),Mammalia,Aves,Primates,Passeriformes,Cercopithecidae,Paridae,Cercopithecus,Parus,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Parus minor,Cercopithecus campbelli,7,4,28,-0.40873345261794325,-0.43408969630487754,2.503722606486479
Campbell's monkey (Cercopithecus campbelli),Langurs (Semnopithecus spp. / Trachypithecus spp.),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,,Mammalia,same_family,17.755,17755000.0,TimeTree API pairwise summaryjson,29.0,15.5,19.8,Semnopithecus,Cercopithecus campbelli,7,5,35,-0.04297169921369734,-0.04299817859707883,1.2493206766376344
Campbell's monkey (Cercopithecus campbelli),L’Hoest’s monkey (Allochrocebus lhoesti),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Allochrocebus,Mammalia,same_family,5.5541,5554100.0,TimeTree API pairwise summaryjson,7.0,4.8,9.02845,Cercopithecus campbelli,Allochrocebus lhoesti,7,7,49,0.23236441534554686,0.23668738532141587,0.744613694833976
Campbell's monkey (Cercopithecus campbelli),Mandrill (Mandrillus sphinx),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Mandrillus,Mammalia,same_family,12.32716,12327160.0,TimeTree API pairwise summaryjson,28.0,11.5,13.0889,Mandrillus sphinx,Cercopithecus campbelli,7,7,49,0.08939781921882806,0.0896371226736922,1.0908630329301952
Campbell's monkey (Cercopithecus campbelli),Meerkat (Suricata suricatta),Mammalia,Mammalia,Primates,Carnivora,Cercopithecidae,Herpestidae,Cercopithecus,Suricata,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Suricata suricatta,Cercopithecus campbelli,7,7,49,0.2809065715502401,0.2886660368749357,1.9731278535996986
Campbell's monkey (Cercopithecus campbelli),Mona monkey (Cercopithecus mona),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Cercopithecus,Mammalia,same_genus,8.61071,8610710.0,TimeTree API pairwise summaryjson,5.0,7.0046,11.448,Cercopithecus campbelli,Cercopithecus mona,7,6,42,0.15936388077934788,0.16073393250947657,0.9350389628786571
Campbell's monkey (Cercopithecus campbelli),Mouse lemurs (Microcebus spp.),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cheirogaleidae,Cercopithecus,Microcebus,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Cercopithecus campbelli,Microcebus,7,6,42,0.08171683501466341,0.0818994591734974,1.867790996278425
Campbell's monkey (Cercopithecus campbelli),Olive baboon (Papio anubis),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Papio,Mammalia,same_family,12.32716,12327160.0,TimeTree API pairwise summaryjson,28.0,11.5,13.0889,Cercopithecus campbelli,Papio anubis,7,14,98,-0.02125822346916866,-0.021261426620294965,1.0908630329301952
Campbell's monkey (Cercopithecus campbelli),Patas monkey (Erythrocebus patas),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Erythrocebus,Mammalia,same_family,5.5541,5554100.0,TimeTree API pairwise summaryjson,7.0,4.8,9.02845,Cercopithecus campbelli,Erythrocebus patas,7,6,42,0.20228554875365884,0.20511447267310792,0.744613694833976
Campbell's monkey (Cercopithecus campbelli),Plain-tailed wren (Pheugopedius euophrys),Mammalia,Aves,Primates,Passeriformes,Cercopithecidae,Troglodytidae,Cercopithecus,Pheugopedius,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Pheugopedius euophrys,Cercopithecus campbelli,7,3,21,0.24295121949940404,0.2479080779884433,2.503722606486479
Campbell's monkey (Cercopithecus campbelli),Poison dart frogs (Dendrobatidae; various genera),Mammalia,Amphibia,Primates,Anura,Cercopithecidae,Dendrobatidae,Cercopithecus,,Cross-class,cross_class,351.686545,351686545.0,TimeTree API pairwise summaryjson,32.0,348.4,355.7,Dendrobatidae,Cercopithecus campbelli,7,2,14,-0.753166346937863,-0.980232066388748,2.546155753178947
Campbell's monkey (Cercopithecus campbelli),Putty-nosed monkey (Cercopithecus nictitans),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Cercopithecus,Mammalia,same_genus,8.61071,8610710.0,TimeTree API pairwise summaryjson,5.0,7.0046,11.448,Cercopithecus campbelli,Cercopithecus nictitans,7,7,49,0.5380929665914187,0.6014674751062427,0.9350389628786571
Campbell's monkey (Cercopithecus campbelli),Red colobus (Piliocolobus spp.),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Piliocolobus,Mammalia,same_family,17.755,17755000.0,TimeTree API pairwise summaryjson,29.0,15.5,19.8,Piliocolobus,Cercopithecus campbelli,7,5,35,-0.09776010082772221,-0.09807333124248803,1.2493206766376344
Campbell's monkey (Cercopithecus campbelli),Red-tailed monkey (Cercopithecus ascanius),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Cercopithecus,Mammalia,same_genus,8.61071,8610710.0,TimeTree API pairwise summaryjson,5.0,7.0046,11.448,Cercopithecus campbelli,Cercopithecus ascanius,7,7,49,0.1424641440443933,0.14343987290795726,0.9350389628786571
Campbell's monkey (Cercopithecus campbelli),Rhesus macaque (Macaca mulatta),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Macaca,Mammalia,same_family,12.32716,12327160.0,TimeTree API pairwise summaryjson,28.0,11.5,13.0889,Macaca mulatta,Cercopithecus campbelli,7,8,56,-0.08200347734410975,-0.08218803527802733,1.0908630329301952
Campbell's monkey (Cercopithecus campbelli),Ring-tailed lemur (Lemur catta),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Lemuridae,Cercopithecus,Lemur,Mammalia,same_order,73.75492,73754920.0,TimeTree API pairwise summaryjson,50.0,71.4,77.5,Cercopithecus campbelli,Lemur catta,7,6,42,0.17812738087904464,0.18004803653237028,1.867790996278425
Campbell's monkey (Cercopithecus campbelli),Siamang (Symphalangus syndactylus),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Hylobatidae,Cercopithecus,Symphalangus,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Symphalangus syndactylus,Cercopithecus campbelli,7,4,28,0.08828247919030306,0.08851290959210259,1.4596939764779706
Campbell's monkey (Cercopithecus campbelli),Spotted hyena (Crocuta crocuta),Mammalia,Mammalia,Primates,Carnivora,Cercopithecidae,Hyaenidae,Cercopithecus,Crocuta,Mammalia,same_class,94.0,94000000.0,TimeTree API pairwise summaryjson,63.0,91.5,97.4,Crocuta crocuta,Cercopithecus campbelli,7,6,42,-0.25212746235977007,-0.2576833971224742,1.9731278535996986
Campbell's monkey (Cercopithecus campbelli),Talapoin monkey (Miopithecus talapoin),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Miopithecus,Mammalia,same_family,8.859425,8859425.0,TimeTree API pairwise summaryjson,8.0,7.5516,12.946,Cercopithecus campbelli,Miopithecus talapoin,7,7,49,-0.07477038089605065,-0.07491018750193087,0.947405535946798
Campbell's monkey (Cercopithecus campbelli),Tufted capuchin (Sapajus apella),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cebidae,Cercopithecus,Sapajus,Mammalia,same_order,42.9,42900000.0,TimeTree API pairwise summaryjson,68.0,40.0,44.2,Cercopithecus campbelli,Sapajus apella,7,8,56,0.12548714315939388,0.12615212038597964,1.6324572921847242
Campbell's monkey (Cercopithecus campbelli),Túngara frog (Engystomops pustulosus),Mammalia,Amphibia,Primates,Anura,Cercopithecidae,Leptodactylidae,Cercopithecus,Engystomops,Cross-class,cross_class,351.686545,351686545.0,TimeTree API pairwise summaryjson,32.0,348.4,355.7,Engystomops pustulosus,Cercopithecus campbelli,7,3,21,-0.5511810655827512,-0.6200761776228129,2.546155753178947
Campbell's monkey (Cercopithecus campbelli),Vervet monkey (Chlorocebus pygerythrus),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Chlorocebus,Mammalia,same_family,7.38319,7383190.0,TimeTree API pairwise summaryjson,5.0,4.7293,13.8,Chlorocebus pygerythrus,Cercopithecus campbelli,7,8,56,-0.0010404605953468397,-0.0010404609708001508,0.8682440447586175
Campbell's monkey (Cercopithecus campbelli),Western Gorilla (Gorilla gorilla),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Hominidae,Cercopithecus,Gorilla,Mammalia,same_order,28.82,28820000.0,TimeTree API pairwise summaryjson,83.0,26.8,30.6,Gorilla gorilla,Cercopithecus campbelli,7,9,63,-0.15154112094990957,-0.15271740450148485,1.4596939764779706
Campbell's monkey (Cercopithecus campbelli),White-browed sparrow-weaver (Plocepasser mahali),Mammalia,Aves,Primates,Passeriformes,Cercopithecidae,Ploceidae,Cercopithecus,Plocepasser,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Plocepasser mahali,Cercopithecus campbelli,7,4,28,0.22469817765830985,0.22859865265747326,2.503722606486479
Campbell's monkey (Cercopithecus campbelli),Yellow baboon (Papio cynocephalus),Mammalia,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,Cercopithecus,Papio,Mammalia,same_family,12.32716,12327160.0,TimeTree API pairwise summaryjson,28.0,11.5,13.0889,Cercopithecus campbelli,Papio cynocephalus,7,7,49,-0.23702395317091418,-0.2416185493718254,1.0908630329301952
Campbell's monkey (Cercopithecus campbelli),Zebra finch (Taeniopygia guttata),Mammalia,Aves,Primates,Passeriformes,Cercopithecidae,Estrildidae,Cercopithecus,Taeniopygia,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Cercopithecus campbelli,Taeniopygia guttata,7,7,49,-0.265879828616877,-0.2724249698255452,2.503722606486479
Carolina chickadee (Poecile carolinensis),Chacma baboon (Papio ursinus),Aves,Mammalia,Passeriformes,Primates,Paridae,Cercopithecidae,Poecile,Papio,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Poecile carolinensis,Papio ursinus,4,6,24,0.1443264548978798,0.14534128152402268,2.503722606486479
Carolina chickadee (Poecile carolinensis),Chestnut-crowned babbler (Pomatostomus ruficeps),Aves,Aves,Passeriformes,Passeriformes,Paridae,Pomatostomidae,Poecile,Pomatostomus,Aves,same_order,35.0,35000000.0,coarse_taxonomic_heuristic,,,,,,4,4,16,0.4460756188596359,0.4797902576286769,1.5440680443502757
Carolina chickadee (Poecile carolinensis),Chimpanzee (Pan troglodytes),Aves,Mammalia,Passeriformes,Primates,Paridae,Hominidae,Poecile,Pan,Cross-class,cross_class,318.95,318950000.0,TimeTree API pairwise summaryjson,30.0,316.0,322.37,Poecile carolinensis,Pan troglodytes,4,13,52,-0.42416063810599813,-0.45275457853447154,2.503722606486479
