species_a,species_b,timetree_taxon_id_a,timetree_taxon_id_b,timetree_query_a,timetree_query_b,timetree_name_a,timetree_name_b,timetree_mya,timetree_ci_low,timetree_ci_high,timetree_study_count,timetree_source,timetree_error
Spotted hyena (Crocuta crocuta),Plain-tailed wren (Pheugopedius euophrys),9678,2724890,Crocuta crocuta,Pheugopedius euophrys,Crocuta crocuta,Pheugopedius euophrys,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),White-browed sparrow-weaver (Plocepasser mahali),9678,99181,Crocuta crocuta,Plocepasser mahali,Crocuta crocuta,Plocepasser mahali,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Chestnut-crowned babbler (Pomatostomus ruficeps),9678,9176,Crocuta crocuta,Pomatostomus ruficeps,Crocuta crocuta,Pomatostomus ruficeps,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),European starling (Sturnus vulgaris),9678,9172,Crocuta crocuta,Sturnus vulgaris,Crocuta crocuta,Sturnus vulgaris,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),African grey parrot (Psittacus erithacus),9678,57247,Crocuta crocuta,Psittacus erithacus,Crocuta crocuta,Psittacus erithacus,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Mandrill (Mandrillus sphinx),9678,9561,Crocuta crocuta,Mandrillus sphinx,Crocuta crocuta,Mandrillus sphinx,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Drill (Mandrillus leucophaeus),9678,9568,Crocuta crocuta,Mandrillus leucophaeus,Crocuta crocuta,Mandrillus leucophaeus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Red colobus (Piliocolobus spp.),9678,591932,Crocuta crocuta,Piliocolobus,Crocuta crocuta,Piliocolobus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Black-and-white colobus (Colobus guereza),9678,33548,Crocuta crocuta,Colobus guereza,Crocuta crocuta,Colobus guereza,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Langurs (Semnopithecus spp. / Trachypithecus spp.),9678,88028,Crocuta crocuta,Semnopithecus,Crocuta crocuta,Semnopithecus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Chimpanzee (Pan troglodytes),9678,9598,Crocuta crocuta,Pan troglodytes,Crocuta crocuta,Pan troglodytes,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Bonobo (Pan paniscus),9678,9597,Crocuta crocuta,Pan paniscus,Crocuta crocuta,Pan paniscus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Western Gorilla (Gorilla gorilla),9678,9593,Crocuta crocuta,Gorilla gorilla,Crocuta crocuta,Gorilla gorilla,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Eastern Gorilla (Gorilla beringei),9678,499232,Crocuta crocuta,Gorilla beringei,Crocuta crocuta,Gorilla beringei,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Bornean Orangutan (Pongo pygmaeus),9678,9600,Crocuta crocuta,Pongo pygmaeus,Crocuta crocuta,Pongo pygmaeus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Siamang (Symphalangus syndactylus),9678,9590,Crocuta crocuta,Symphalangus syndactylus,Crocuta crocuta,Symphalangus syndactylus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",9678,9578,Crocuta crocuta,Hylobates,Crocuta crocuta,Hylobates,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Brown lemurs (Eulemur spp.),9678,13513,Crocuta crocuta,Eulemur,Crocuta crocuta,Eulemur,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Indri (Indri indri),9678,34827,Crocuta crocuta,Indri indri,Crocuta crocuta,Indri indri,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Rhesus macaque (Macaca mulatta),9678,9544,Crocuta crocuta,Macaca mulatta,Crocuta crocuta,Macaca mulatta,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Japanese macaque (Macaca fuscata),9678,9542,Crocuta crocuta,Macaca fuscata,Crocuta crocuta,Macaca fuscata,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Vervet monkey (Chlorocebus pygerythrus),9678,60710,Crocuta crocuta,Chlorocebus pygerythrus,Crocuta crocuta,Chlorocebus pygerythrus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Campbell's monkey (Cercopithecus campbelli),9678,303588,Crocuta crocuta,Cercopithecus campbelli,Crocuta crocuta,Cercopithecus campbelli,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Olive baboon (Papio anubis),9678,9555,Crocuta crocuta,Papio anubis,Crocuta crocuta,Papio anubis,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Yellow baboon (Papio cynocephalus),9678,9556,Crocuta crocuta,Papio cynocephalus,Crocuta crocuta,Papio cynocephalus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Ring-tailed lemur (Lemur catta),9678,9447,Crocuta crocuta,Lemur catta,Crocuta crocuta,Lemur catta,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Mouse lemurs (Microcebus spp.),9678,13149,Crocuta crocuta,Microcebus,Crocuta crocuta,Microcebus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Tufted capuchin (Sapajus apella),9678,9515,Crocuta crocuta,Sapajus apella,Crocuta crocuta,Sapajus apella,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Common marmoset (Callithrix jacchus),9678,9483,Crocuta crocuta,Callithrix jacchus,Crocuta crocuta,Callithrix jacchus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Howler monkey (Alouatta spp.),9678,9499,Crocuta crocuta,Alouatta,Crocuta crocuta,Alouatta,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Diana monkey (Cercopithecus diana),9678,36224,Crocuta crocuta,Cercopithecus diana,Crocuta crocuta,Cercopithecus diana,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Putty-nosed monkey (Cercopithecus nictitans),9678,36228,Crocuta crocuta,Cercopithecus nictitans,Crocuta crocuta,Cercopithecus nictitans,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Red-tailed monkey (Cercopithecus ascanius),9678,36223,Crocuta crocuta,Cercopithecus ascanius,Crocuta crocuta,Cercopithecus ascanius,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),De Brazza’s monkey (Cercopithecus neglectus),9678,36227,Crocuta crocuta,Cercopithecus neglectus,Crocuta crocuta,Cercopithecus neglectus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),L’Hoest’s monkey (Allochrocebus lhoesti),9678,100224,Crocuta crocuta,Allochrocebus lhoesti,Crocuta crocuta,Allochrocebus lhoesti,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Patas monkey (Erythrocebus patas),9678,9538,Crocuta crocuta,Erythrocebus patas,Crocuta crocuta,Erythrocebus patas,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Talapoin monkey (Miopithecus talapoin),9678,36231,Crocuta crocuta,Miopithecus talapoin,Crocuta crocuta,Miopithecus talapoin,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Gelada (Theropithecus gelada),9678,9565,Crocuta crocuta,Theropithecus gelada,Crocuta crocuta,Theropithecus gelada,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Crowned monkey / Crowned guenon (Cercopithecus pogonias),9678,102108,Crocuta crocuta,Cercopithecus pogonias,Crocuta crocuta,Cercopithecus pogonias,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Mona monkey (Cercopithecus mona),9678,36226,Crocuta crocuta,Cercopithecus mona,Crocuta crocuta,Cercopithecus mona,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Chacma baboon (Papio ursinus),9678,36229,Crocuta crocuta,Papio ursinus,Crocuta crocuta,Papio ursinus,94.0,91.5,97.4,63.0,TimeTree API pairwise summaryjson,
Spotted hyena (Crocuta crocuta),Zebra finch (Taeniopygia guttata),9678,59729,Crocuta crocuta,Taeniopygia guttata,Crocuta crocuta,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Green tree frog (Hyla cinerea),43469,8422,Dendrobatidae,Hyla cinerea,Dendrobatidae,Dryophytes cinereus,72.60023,65.4,97.0,15.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Túngara frog (Engystomops pustulosus),43469,76066,Dendrobatidae,Engystomops pustulosus,Dendrobatidae,Engystomops pustulosus,64.82355,59.7,130.0,5.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),American bullfrog (Lithobates catesbeianus),43469,8400,Dendrobatidae,Lithobates catesbeianus,Dendrobatidae,Aquarana catesbeiana,150.01515,134.147,160.0088,26.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),African savanna elephant (Loxodonta africana),43469,9785,Dendrobatidae,Loxodonta africana,Dendrobatidae,Loxodonta africana,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Gray wolf (Canis lupus),43469,9612,Dendrobatidae,Canis lupus,Dendrobatidae,Canis lupus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Egyptian fruit bat (Rousettus aegyptiacus),43469,9407,Dendrobatidae,Rousettus aegyptiacus,Dendrobatidae,Rousettus aegyptiacus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Greater sac-winged bat (Saccopteryx bilineata),43469,59482,Dendrobatidae,Saccopteryx bilineata,Dendrobatidae,Saccopteryx bilineata,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Bengalese finch (Lonchura striata domestica),43469,299123,Dendrobatidae,Lonchura striata domestica,Dendrobatidae,Lonchura striata domestica,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Japanese tit (Parus minor),43469,213890,Dendrobatidae,Parus minor,Dendrobatidae,Parus minor,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Plain-tailed wren (Pheugopedius euophrys),43469,2724890,Dendrobatidae,Pheugopedius euophrys,Dendrobatidae,Pheugopedius euophrys,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),White-browed sparrow-weaver (Plocepasser mahali),43469,99181,Dendrobatidae,Plocepasser mahali,Dendrobatidae,Plocepasser mahali,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Chestnut-crowned babbler (Pomatostomus ruficeps),43469,9176,Dendrobatidae,Pomatostomus ruficeps,Dendrobatidae,Pomatostomus ruficeps,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),European starling (Sturnus vulgaris),43469,9172,Dendrobatidae,Sturnus vulgaris,Dendrobatidae,Sturnus vulgaris,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),African grey parrot (Psittacus erithacus),43469,57247,Dendrobatidae,Psittacus erithacus,Dendrobatidae,Psittacus erithacus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Mandrill (Mandrillus sphinx),43469,9561,Dendrobatidae,Mandrillus sphinx,Dendrobatidae,Mandrillus sphinx,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Drill (Mandrillus leucophaeus),43469,9568,Dendrobatidae,Mandrillus leucophaeus,Dendrobatidae,Mandrillus leucophaeus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Red colobus (Piliocolobus spp.),43469,591932,Dendrobatidae,Piliocolobus,Dendrobatidae,Piliocolobus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Black-and-white colobus (Colobus guereza),43469,33548,Dendrobatidae,Colobus guereza,Dendrobatidae,Colobus guereza,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Langurs (Semnopithecus spp. / Trachypithecus spp.),43469,88028,Dendrobatidae,Semnopithecus,Dendrobatidae,Semnopithecus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Chimpanzee (Pan troglodytes),43469,9598,Dendrobatidae,Pan troglodytes,Dendrobatidae,Pan troglodytes,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Bonobo (Pan paniscus),43469,9597,Dendrobatidae,Pan paniscus,Dendrobatidae,Pan paniscus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Western Gorilla (Gorilla gorilla),43469,9593,Dendrobatidae,Gorilla gorilla,Dendrobatidae,Gorilla gorilla,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Eastern Gorilla (Gorilla beringei),43469,499232,Dendrobatidae,Gorilla beringei,Dendrobatidae,Gorilla beringei,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Bornean Orangutan (Pongo pygmaeus),43469,9600,Dendrobatidae,Pongo pygmaeus,Dendrobatidae,Pongo pygmaeus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Siamang (Symphalangus syndactylus),43469,9590,Dendrobatidae,Symphalangus syndactylus,Dendrobatidae,Symphalangus syndactylus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",43469,9578,Dendrobatidae,Hylobates,Dendrobatidae,Hylobates,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Brown lemurs (Eulemur spp.),43469,13513,Dendrobatidae,Eulemur,Dendrobatidae,Eulemur,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Indri (Indri indri),43469,34827,Dendrobatidae,Indri indri,Dendrobatidae,Indri indri,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Rhesus macaque (Macaca mulatta),43469,9544,Dendrobatidae,Macaca mulatta,Dendrobatidae,Macaca mulatta,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Japanese macaque (Macaca fuscata),43469,9542,Dendrobatidae,Macaca fuscata,Dendrobatidae,Macaca fuscata,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Vervet monkey (Chlorocebus pygerythrus),43469,60710,Dendrobatidae,Chlorocebus pygerythrus,Dendrobatidae,Chlorocebus pygerythrus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Campbell's monkey (Cercopithecus campbelli),43469,303588,Dendrobatidae,Cercopithecus campbelli,Dendrobatidae,Cercopithecus campbelli,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Olive baboon (Papio anubis),43469,9555,Dendrobatidae,Papio anubis,Dendrobatidae,Papio anubis,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Yellow baboon (Papio cynocephalus),43469,9556,Dendrobatidae,Papio cynocephalus,Dendrobatidae,Papio cynocephalus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Ring-tailed lemur (Lemur catta),43469,9447,Dendrobatidae,Lemur catta,Dendrobatidae,Lemur catta,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Mouse lemurs (Microcebus spp.),43469,13149,Dendrobatidae,Microcebus,Dendrobatidae,Microcebus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Tufted capuchin (Sapajus apella),43469,9515,Dendrobatidae,Sapajus apella,Dendrobatidae,Sapajus apella,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Common marmoset (Callithrix jacchus),43469,9483,Dendrobatidae,Callithrix jacchus,Dendrobatidae,Callithrix jacchus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Howler monkey (Alouatta spp.),43469,9499,Dendrobatidae,Alouatta,Dendrobatidae,Alouatta,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Diana monkey (Cercopithecus diana),43469,36224,Dendrobatidae,Cercopithecus diana,Dendrobatidae,Cercopithecus diana,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Putty-nosed monkey (Cercopithecus nictitans),43469,36228,Dendrobatidae,Cercopithecus nictitans,Dendrobatidae,Cercopithecus nictitans,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Red-tailed monkey (Cercopithecus ascanius),43469,36223,Dendrobatidae,Cercopithecus ascanius,Dendrobatidae,Cercopithecus ascanius,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),De Brazza’s monkey (Cercopithecus neglectus),43469,36227,Dendrobatidae,Cercopithecus neglectus,Dendrobatidae,Cercopithecus neglectus,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),L’Hoest’s monkey (Allochrocebus lhoesti),43469,100224,Dendrobatidae,Allochrocebus lhoesti,Dendrobatidae,Allochrocebus lhoesti,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Patas monkey (Erythrocebus patas),43469,9538,Dendrobatidae,Erythrocebus patas,Dendrobatidae,Erythrocebus patas,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Talapoin monkey (Miopithecus talapoin),43469,36231,Dendrobatidae,Miopithecus talapoin,Dendrobatidae,Miopithecus talapoin,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Gelada (Theropithecus gelada),43469,9565,Dendrobatidae,Theropithecus gelada,Dendrobatidae,Theropithecus gelada,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
Poison dart frogs (Dendrobatidae; various genera),Crowned monkey / Crowned guenon (Cercopithecus pogonias),43469,102108,Dendrobatidae,Cercopithecus pogonias,Dendrobatidae,Cercopithecus pogonias,351.686545,348.4,355.7,32.0,TimeTree API pairwise summaryjson,
